gene_name,sample_name,gene_family,drug_class,resistance_mechanism,model_type,num_contigs,cutoff,contig_coverage_breadth,contig_percent_id,contig_species,num_reads,read_coverage_breadth,read_coverage_depth,read_species,total_reads,rpm,dpm
ermg,AMR_TR-DNA-NOVA1-06-6mo_S68,Erm 23S ribosomal RNA methyltransferase,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic,antibiotic target alteration,protein homolog,0,,,,,2.0,32.11,0.41,,10000000,0.41,0.08
lnuc,AMR_TR-DNA-NOVA1-06-6mo_S68,lincosamide nucleotidyltransferase (LNU),lincosamide antibiotic,antibiotic inactivation,protein homolog,0,,,,,1.0,30.3,0.3,,10000000,0.21,0.06
mef(en2),AMR_TR-DNA-NOVA1-06-6mo_S68,major facilitator superfamily (MFS) antibiotic efflux pump,macrolide antibiotic,antibiotic efflux,protein homolog,0,,,,,32.0,92.54,3.89,,10000000,6.61,0.8
sat-4,AMR_TR-DNA-NOVA1-06-6mo_S68,streptothricin acetyltransferase (SAT),nucleoside antibiotic,antibiotic inactivation,protein homolog,0,,,,,3.0,34.25,0.46,,10000000,0.62,0.09
tet(32),AMR_TR-DNA-NOVA1-06-6mo_S68,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,12.0,51.15,0.86,,10000000,2.48,0.18
tet(40),AMR_TR-DNA-NOVA1-06-6mo_S68,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,protein homolog,0,,,,,5.0,37.76,0.6,,10000000,1.03,0.12
tet(m),AMR_TR-DNA-NOVA1-06-6mo_S68,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,1,Strict,25.3125,93.21,Unknown taxonomy (chromosome or plasmid),2.0,7.81,0.16,,10000000,0.41,0.03
tet(o),AMR_TR-DNA-NOVA1-06-6mo_S68,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,1,Strict,32.8125,99.52,Unknown taxonomy (chromosome or plasmid),33.0,88.23,2.5,Streptococcus suis (chromosome): 1; Streptococcus suis (chromosome or plasmid): 1; ,10000000,6.81,0.52
tet(o/32/o),AMR_TR-DNA-NOVA1-06-6mo_S68,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,7.0,27.92,0.51,,10000000,1.45,0.11
tet(o/m/o),AMR_TR-DNA-NOVA1-06-6mo_S68,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,10.0,22.55,0.78,,10000000,2.06,0.16
tet(o/w),AMR_TR-DNA-NOVA1-06-6mo_S68,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,14.0,33.33,0.99,Ruthenibacterium lactatiformans (chromosome): 1; Collinsella aerofaciens (chromosome): 1; ,10000000,2.89,0.2
tet(o/w/32/o),AMR_TR-DNA-NOVA1-06-6mo_S68,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,14.0,34.64,1.09,,10000000,2.89,0.23
tet(q),AMR_TR-DNA-NOVA1-06-6mo_S68,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,3,Strict,97.4164,90.83666666666666,Bacteroides fragilis (no genomic info) Unknown taxonomy (chromosome),392.0,100.0,28.6,,10000000,80.94,5.91
tet(w),AMR_TR-DNA-NOVA1-06-6mo_S68,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,1,Strict,99.6875,99.22,Unknown taxonomy (chromosome),133.0,100.0,9.45,Faecalibacterium prausnitzii (chromosome): 2; Collinsella aerofaciens (chromosome): 2; ,10000000,27.46,1.95
tet(w/32/o),AMR_TR-DNA-NOVA1-06-6mo_S68,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,3.0,15.21,0.23,Trueperella pyogenes (chromosome): 3; ,10000000,0.62,0.05
tet(w/n/w),AMR_TR-DNA-NOVA1-06-6mo_S68,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,16.0,36.09,1.13,,10000000,3.3,0.23
tet(x),AMR_TR-DNA-NOVA1-06-6mo_S68,tetracycline inactivation enzyme,glycylcycline; tetracycline antibiotic,antibiotic inactivation,protein homolog,0,,,,,4.0,21.42,0.34,,10000000,0.83,0.07
tet(x1),AMR_TR-DNA-NOVA1-06-6mo_S68,tetracycline inactivation enzyme,tetracycline antibiotic,antibiotic inactivation,protein homolog,0,,,,,6.0,44.17,0.58,Bacteroides fragilis (chromosome): 2; ,10000000,1.24,0.12
vanr gene in vang cluster,AMR_TR-DNA-NOVA1-06-6mo_S68,glycopeptide resistance gene cluster; vanR,glycopeptide antibiotic,antibiotic target alteration,protein homolog,0,,,,,10.0,60.59,0.21,,10000000,2.06,0.04
vanxy gene in vang cluster,AMR_TR-DNA-NOVA1-06-6mo_S68,glycopeptide resistance gene cluster; vanXY,glycopeptide antibiotic,antibiotic target alteration,protein homolog,0,,,,,1.0,3.14,0.03,,10000000,0.21,0.01
aac(6')-ie-aph(2'')-ia,AMR_TR-DNA-NOVA1-06-30d_S67,APH(2''); AAC(6'),aminoglycoside antibiotic,antibiotic inactivation,protein homolog,0,,,,,2.0,6.6,0.13,,10000000,0.44,0.03
aad(6),AMR_TR-DNA-NOVA1-06-30d_S67,ANT(6),aminoglycoside antibiotic,antibiotic inactivation,protein homolog,0,,,,,2.0,36.1,0.36,,10000000,0.44,0.08
acrf,AMR_TR-DNA-NOVA1-06-30d_S67,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; cephamycin; penam,antibiotic efflux,protein homolog,0,,,,,2.0,7.7,0.1,,10000000,0.44,0.02
acrs,AMR_TR-DNA-NOVA1-06-30d_S67,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog,0,,,,,2.0,13.57,0.24,,10000000,0.44,0.05
ant(6)-ia,AMR_TR-DNA-NOVA1-06-30d_S67,ANT(6),aminoglycoside antibiotic,antibiotic inactivation,protein homolog,0,,,,,3.0,35.76,0.52,,10000000,0.66,0.12
aph(3')-iiia,AMR_TR-DNA-NOVA1-06-30d_S67,APH(3'),aminoglycoside antibiotic,antibiotic inactivation,protein homolog,0,,,,,5.0,65.16,0.75,,10000000,1.11,0.17
bifidobacterium adolescentis rpob mutants conferring resistance to rifampicin,AMR_TR-DNA-NOVA1-06-30d_S67,rifamycin-resistant beta-subunit of RNA polymerase (rpoB),rifamycin antibiotic,antibiotic target alteration; antibiotic target replacement,protein homolog,0,,,,,115.0,47.51,1.35,,10000000,25.43,0.3
bifidobacterium bifidum iles conferring resistance to mupirocin,AMR_TR-DNA-NOVA1-06-30d_S67,antibiotic-resistant isoleucyl-tRNA synthetase (ileS),mupirocin,antibiotic target alteration,protein homolog,0,,,,,4.0,6.95,0.09,,10000000,0.88,0.02
cbla-1,AMR_TR-DNA-NOVA1-06-30d_S67,CblA beta-lactamase,cephalosporin,antibiotic inactivation,protein homolog,0,,,,,17.0,73.51,2.56,,10000000,3.76,0.57
cfxa2,AMR_TR-DNA-NOVA1-06-30d_S67,CfxA beta-lactamase,cephamycin,antibiotic inactivation,protein homolog,1,Perfect,99.6894,100.0,Unknown taxonomy (chromosome or plasmid),42.0,100.0,5.49,,10000000,9.29,1.21
dfrf,AMR_TR-DNA-NOVA1-06-30d_S67,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic,antibiotic target replacement,protein homolog,0,,,,,8.0,74.34,1.28,,10000000,1.77,0.28
ermb,AMR_TR-DNA-NOVA1-06-30d_S67,Erm 23S ribosomal RNA methyltransferase,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic,antibiotic target alteration,protein homolog,0,,,,,2.0,9.1,0.18,,10000000,0.44,0.04
mdte,AMR_TR-DNA-NOVA1-06-30d_S67,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; penam,antibiotic efflux,protein homolog,0,,,,,4.0,17.79,0.52,,10000000,0.88,0.12
mdtf,AMR_TR-DNA-NOVA1-06-30d_S67,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; penam,antibiotic efflux,protein homolog,0,,,,,2.0,4.21,0.08,,10000000,0.44,0.02
mdto,AMR_TR-DNA-NOVA1-06-30d_S67,major facilitator superfamily (MFS) antibiotic efflux pump,nucleoside antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog,0,,,,,2.0,7.7,0.15,,10000000,0.44,0.03
mef(en2),AMR_TR-DNA-NOVA1-06-30d_S67,major facilitator superfamily (MFS) antibiotic efflux pump,macrolide antibiotic,antibiotic efflux,protein homolog,0,,,,,10.0,38.81,1.24,,10000000,2.21,0.27
pata,AMR_TR-DNA-NOVA1-06-30d_S67,ATP-binding cassette (ABC) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux,protein homolog,0,,,,,2.0,1.12,0.02,,10000000,0.44,0.0
qacj,AMR_TR-DNA-NOVA1-06-30d_S67,small multidrug resistance (SMR) antibiotic efflux pump,disinfecting agents and antiseptics,antibiotic efflux,protein homolog,1,Strict,73.1481,46.84,,,,,,10000000,0.0,0.0
sat-4,AMR_TR-DNA-NOVA1-06-30d_S67,streptothricin acetyltransferase (SAT),nucleoside antibiotic,antibiotic inactivation,protein homolog,0,,,,,8.0,89.5,2.01,,10000000,1.77,0.44
tet(32),AMR_TR-DNA-NOVA1-06-30d_S67,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,23.0,72.81,1.39,Bifidobacterium longum (chromosome): 3; ,10000000,5.09,0.31
tet(40),AMR_TR-DNA-NOVA1-06-30d_S67,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,protein homolog,0,,,,,19.0,81.16,2.1,Streptococcus suis (chromosome): 2; Faecalibacterium prausnitzii (chromosome): 2; ,10000000,4.2,0.46
tet(m),AMR_TR-DNA-NOVA1-06-30d_S67,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,1,Strict,28.4375,93.96,Unknown taxonomy (chromosome or plasmid),21.0,58.28,1.55,,10000000,4.64,0.34
tet(o),AMR_TR-DNA-NOVA1-06-30d_S67,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,1,Strict,62.8125,97.76,Unknown taxonomy (chromosome or plasmid),54.0,90.52,3.96,Anaerostipes hadrus (chromosome or plasmid): 4; Streptococcus suis (chromosome or plasmid): 3; ,10000000,11.94,0.88
tet(o/32/o),AMR_TR-DNA-NOVA1-06-30d_S67,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,6.0,16.04,0.43,,10000000,1.33,0.1
tet(o/m/o),AMR_TR-DNA-NOVA1-06-30d_S67,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,10.0,28.18,0.78,,10000000,2.21,0.17
tet(o/w),AMR_TR-DNA-NOVA1-06-30d_S67,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,29.0,65.62,2.16,Ruthenibacterium lactatiformans (chromosome): 5; ,10000000,6.41,0.48
tet(o/w/32/o),AMR_TR-DNA-NOVA1-06-30d_S67,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,24.0,27.03,1.84,,10000000,5.31,0.41
tet(q),AMR_TR-DNA-NOVA1-06-30d_S67,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,1,Strict,97.4164,96.26,Unknown taxonomy (chromosome),162.0,100.0,11.77,,10000000,35.83,2.6
tet(w),AMR_TR-DNA-NOVA1-06-30d_S67,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,1,Strict,99.8438,98.75,Unknown taxonomy (chromosome),233.0,100.0,16.97,Bifidobacterium longum (chromosome): 1; ,10000000,51.53,3.75
tet(w/32/o),AMR_TR-DNA-NOVA1-06-30d_S67,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,5.0,7.29,0.24,,10000000,1.11,0.05
tet(w/n/w),AMR_TR-DNA-NOVA1-06-30d_S67,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,29.0,33.96,2.21,,10000000,6.41,0.49
tolc,AMR_TR-DNA-NOVA1-06-30d_S67,ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics,antibiotic efflux,protein homolog,0,,,,,1.0,2.55,0.03,,10000000,0.22,0.01
aads,AMR_TR-DNA-NOVA1-05-pst_S62,ANT(6),aminoglycoside antibiotic,antibiotic inactivation,protein homolog,1,Perfect,99.6528,100.0,Unknown taxonomy (chromosome or plasmid),29.0,100.0,4.01,,10000000,6.83,0.94
acrb,AMR_TR-DNA-NOVA1-05-pst_S62,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog,0,,,,,12.0,24.67,0.56,,10000000,2.83,0.13
acrd,AMR_TR-DNA-NOVA1-05-pst_S62,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic,antibiotic efflux,protein homolog,0,,,,,26.0,31.76,0.64,,10000000,6.12,0.15
acre,AMR_TR-DNA-NOVA1-05-pst_S62,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; cephamycin; penam,antibiotic efflux,protein homolog,0,,,,,6.0,48.45,0.78,,10000000,1.41,0.18
acrf,AMR_TR-DNA-NOVA1-05-pst_S62,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; cephamycin; penam,antibiotic efflux,protein homolog,0,,,,,14.0,30.72,0.39,Bacteroides ovatus (chromosome): 6; ,10000000,3.3,0.09
acrs,AMR_TR-DNA-NOVA1-05-pst_S62,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog,0,,,,,2.0,9.65,0.13,,10000000,0.47,0.03
ant(6)-ia,AMR_TR-DNA-NOVA1-05-pst_S62,ANT(6),aminoglycoside antibiotic,antibiotic inactivation,protein homolog,0,,,,,1.0,2.66,0.03,,10000000,0.24,0.01
aph(2'')-ig,AMR_TR-DNA-NOVA1-05-pst_S62,APH(2''),aminoglycoside antibiotic,antibiotic inactivation,protein homolog,0,,,,,4.0,30.18,0.65,Campylobacter (plasmid): 1; ,10000000,0.94,0.15
aph(3')-iiia,AMR_TR-DNA-NOVA1-05-pst_S62,APH(3'),aminoglycoside antibiotic,antibiotic inactivation,protein homolog,0,,,,,3.0,28.05,0.46,,10000000,0.71,0.11
baca,AMR_TR-DNA-NOVA1-05-pst_S62,undecaprenyl pyrophosphate related proteins,peptide antibiotic,antibiotic target alteration,protein homolog,0,,,,,2.0,9.98,0.2,,10000000,0.47,0.05
baer,AMR_TR-DNA-NOVA1-05-pst_S62,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic; aminocoumarin antibiotic,antibiotic efflux,protein homolog,0,,,,,3.0,33.2,0.48,,10000000,0.71,0.11
baes,AMR_TR-DNA-NOVA1-05-pst_S62,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic; aminocoumarin antibiotic,antibiotic efflux,protein homolog,0,,,,,3.0,25.36,0.28,,10000000,0.71,0.07
bifidobacterium adolescentis rpob mutants conferring resistance to rifampicin,AMR_TR-DNA-NOVA1-05-pst_S62,rifamycin-resistant beta-subunit of RNA polymerase (rpoB),rifamycin antibiotic,antibiotic target alteration; antibiotic target replacement,protein homolog,0,,,,,43.0,53.83,0.48,Bifidobacterium longum (chromosome): 5; ,10000000,10.13,0.11
bifidobacterium bifidum iles conferring resistance to mupirocin,AMR_TR-DNA-NOVA1-05-pst_S62,antibiotic-resistant isoleucyl-tRNA synthetase (ileS),mupirocin,antibiotic target alteration,protein homolog,0,,,,,7.0,15.61,0.27,,10000000,1.65,0.06
cepa,AMR_TR-DNA-NOVA1-05-pst_S62,CepA beta-lactamase,cephalosporin,antibiotic inactivation,protein homolog,0,,,,,11.0,64.56,0.83,Bacteroides fragilis (chromosome): 5; ,10000000,2.59,0.2
cepa-29,AMR_TR-DNA-NOVA1-05-pst_S62,CepA beta-lactamase,cephalosporin,antibiotic inactivation,protein homolog,0,,,,,5.0,33.11,0.83,Bacteroides fragilis (chromosome): 5; ,10000000,1.18,0.2
cfxa2,AMR_TR-DNA-NOVA1-05-pst_S62,CfxA beta-lactamase,cephamycin,antibiotic inactivation,protein homolog,0,,,,,1.0,7.97,0.08,,10000000,0.24,0.02
cpxa,AMR_TR-DNA-NOVA1-05-pst_S62,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic; aminocoumarin antibiotic,antibiotic efflux,protein homolog,0,,,,,4.0,29.4,0.44,,10000000,0.94,0.1
crp,AMR_TR-DNA-NOVA1-05-pst_S62,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; penam,antibiotic efflux,protein homolog,0,,,,,2.0,19.43,0.39,,10000000,0.47,0.09
dfrf,AMR_TR-DNA-NOVA1-05-pst_S62,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic,antibiotic target replacement,protein homolog,0,,,,,8.0,60.4,2.23,,10000000,1.88,0.53
ec-19,AMR_TR-DNA-NOVA1-05-pst_S62,EC beta-lactamase,cephalosporin,antibiotic inactivation,protein homolog,0,,,,,1.0,1.85,0.02,Escherichia coli (chromosome): 1; ,10000000,0.24,0.0
emrk,AMR_TR-DNA-NOVA1-05-pst_S62,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,protein homolog,0,,,,,4.0,35.7,0.57,,10000000,0.94,0.13
emrr,AMR_TR-DNA-NOVA1-05-pst_S62,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux,protein homolog,0,,,,,2.0,18.08,0.36,,10000000,0.47,0.08
emry,AMR_TR-DNA-NOVA1-05-pst_S62,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,protein homolog,0,,,,,2.0,11.63,0.19,,10000000,0.47,0.04
epta,AMR_TR-DNA-NOVA1-05-pst_S62,pmr phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,protein homolog,0,,,,,12.0,43.73,0.95,,10000000,2.83,0.22
ermb,AMR_TR-DNA-NOVA1-05-pst_S62,Erm 23S ribosomal RNA methyltransferase,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic,antibiotic target alteration,protein homolog,0,,,,,8.0,43.11,1.52,,10000000,1.88,0.36
ermf,AMR_TR-DNA-NOVA1-05-pst_S62,Erm 23S ribosomal RNA methyltransferase,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic,antibiotic target alteration,protein homolog,1,Strict,99.6255,97.74,Unknown taxonomy (chromosome or plasmid),52.0,100.0,7.64,Bacteroides (chromosome or plasmid): 5; ,10000000,12.25,1.8
escherichia coli mdfa,AMR_TR-DNA-NOVA1-05-pst_S62,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog,0,,,,,2.0,21.65,0.24,,10000000,0.47,0.06
evga,AMR_TR-DNA-NOVA1-05-pst_S62,major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic,antibiotic efflux,protein homolog,0,,,,,2.0,24.72,0.49,,10000000,0.47,0.12
evgs,AMR_TR-DNA-NOVA1-05-pst_S62,major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic,antibiotic efflux,protein homolog,0,,,,,8.0,18.2,0.33,Escherichia coli (chromosome or plasmid): 1; ,10000000,1.88,0.08
gadw,AMR_TR-DNA-NOVA1-05-pst_S62,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; penam,antibiotic efflux,protein homolog,0,,,,,2.0,18.66,0.37,,10000000,0.47,0.09
gadx,AMR_TR-DNA-NOVA1-05-pst_S62,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; penam,antibiotic efflux,protein homolog,0,,,,,6.0,44.24,1.09,,10000000,1.41,0.26
mara,AMR_TR-DNA-NOVA1-05-pst_S62,resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams,fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics,antibiotic efflux; reduced permeability to antibiotic,protein homolog,0,,,,,2.0,67.97,0.68,,10000000,0.47,0.16
mdta,AMR_TR-DNA-NOVA1-05-pst_S62,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic,antibiotic efflux,protein homolog,0,,,,,4.0,24.76,0.48,,10000000,0.94,0.11
